MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen	WIJK
	Liander N.V. (NW)	Biesboschstraat	1078	1078	ELK	KVB	24	100	100	50	1x35	2777	0	0	1	ZUID
	Liander N.V. (NW)	Biesboschstraat	1078	1078	ELK	KVB	28	100	92,86	54	1x35	2278	25	21,43	1	ZUID
	GAS Liander	Biesboschstraat	1078	1078	GAS	KVB	24	100	95,83	83	G4	1477	0	20,83		ZUID
	Liander N.V. (NW)	Biesboschstraat	1078	1078	ELK	KVB	17	100	94,12	41	1x35	3584	5,88	0	1	ZUID
	GAS Liander	Biesboschstraat	1078	1078	GAS	KVB	15	100	100	100	G4	1234	0	0		ZUID
	GAS Liander	Biesboschstraat	1078	1078	GAS	KVB	25	100	100	80	G4	1325	0	8		ZUID
	Liander N.V. (NW)	Biesboschstraat	1078	1078	ELK	KVB	27	100	100	52	1x25	2899	11,11	3,7	1,1	ZUID
	GAS Liander	Biesboschstraat	1078	1078	GAS	KVB	24	100	100	71	G4	1301	0	8,33		ZUID
	Liander N.V. (NW)	Biesboschstraat	1078	1078	ELK	KVB	28	100	89,29	57	1x25	2624	21,43	7,14	1,2	ZUID
	GAS Liander	Biesboschstraat	1078	1078	GAS	KVB	24	100	100	96	G4	1235	0	0		ZUID
	Liander N.V. (NW)	Biesboschstraat	1078	1078	ELK	KVB	26	100	100	69	1x25	2046	3,85	0	1	ZUID
	GAS Liander	Biesboschstraat	1078	1078	GAS	KVB	25	100	100	88	G4	1076	0	52		ZUID
	Liander N.V. (NW)	Biesboschstraat	1078	1078	ELK	KVB	27	100	100	59	1x25	2157	48,15	48,15	1	ZUID
	GAS Liander	Biesboschstraat	1078	1078	GAS	KVB	27	100	96,3	85	G4	1215	0	7,41		ZUID
	Liander N.V. (NW)	Biesboschstraat	1078	1078	ELK	KVB	31	100	96,77	74	1x25	2272	6,45	6,45	1	ZUID
	Liander N.V. (NW)	Merwedeplein	1078	1078	ELK	KVB	18	100	100	56	1x25	2389	0	0	1	ZUID
	GAS Liander	Merwedeplein	1078	1078	GAS	KVB	18	100	100	100	G4	912	0	0		ZUID
	Liander N.V. (NW)	Merwedeplein	1078	1078	ELK	KVB	24	100	100	58	1x25	2385	4,17	4,17	1	ZUID
	GAS Liander	Merwedeplein	1078	1078	GAS	KVB	24	100	100	96	G4	1173	0	4,17		ZUID
	GAS Liander	Merwedeplein	1078	1078	GAS	KVB	17	100	100	94	G4	2380	0	29,41		ZUID
	GAS Liander	Merwedeplein	1078	1078	GAS	KVB	18	100	100	100	G4	1016	0	16,67		ZUID
	Liander N.V. (NW)	Merwedeplein	1078	1078	ELK	KVB	18	100	100	61	1x25	3160	16,67	16,67	1	ZUID
	Liander N.V. (NW)	Merwedeplein	1078	1078	ELK	KVB	24	100	100	46	1x35	2514	12,5	12,5	1	ZUID
	GAS Liander	Merwedeplein	1078	1078	GAS	KVB	24	100	100	100	G4	666	0	12,5		ZUID
	GAS Liander	Merwedeplein	1078	1078	GAS	KVB	17	100	94,12	88	G4	1221	0	23,53		ZUID
	Liander N.V. (NW)	Merwedeplein	1078	1078	ELK	KVB	20	100	95	55	1x25	2220	20	20	1	ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	15	100	100	47	1x25	2861	6,67	0	1,1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	15	100	100	100	G4	811	0	0		ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	16	100	100	100	G4	1091	0	12,5		ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	18	100	100	72	1x35	2497	11,11	11,11	1	ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	16	100	100	56	1x25	3021	12,5	12,5	1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	16	100	100	100	G4	1010	0	12,5		ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	10	100	100	40	1x25	2350	20	20	1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	30	100	100	60	G4	1228	0	3,33		ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	29	100	89,66	72	1x25	2561	13,79	3,45	1,1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	17	100	100	59	G4	2654	0	11,76		ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	21	100	95,24	81	1x25	2556	14,29	14,29	1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	16	100	100	69	G4	1630	0	6,25		ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	17	100	100	47	1x25	4728	17,65	11,76	1,1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	17	100	100	88	G4	1390	0	5,88		ZUID
Liander N.V.	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	19	100	94,74	68	1x25	2405	21,05	10,53	1,1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	19	100	100	74	G4	1377	0	5,26		ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	20	100	100	50	1x25	2630	30	10	1,2	ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	20	100	100	75	1x35	2821	0	0	1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	19	100	100	68	G4	1377	0	0		ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	22	100	95,45	64	1x25	2487	4,55	0	1,1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	18	100	100	72	G4	1277	0	0		ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	24	100	95,83	75	G4	1496	0	8,33		ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	27	100	96,3	74	1x25	2896	11,11	7,41	1	ZUID
	GAS Liander	Rooseveltlaan	1078	1078	GAS	KVB	26	100	100	58	G4	1537	0	19,23		ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	33	100	93,94	45	1x25	2793	18,18	18,18	1	ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	18	100	100	67	1x35	1533	11,11	11,11	1	ZUID
	Liander N.V. (NW)	Rooseveltlaan	1078	1078	ELK	KVB	15	100	100	80	1x35	1829	0	0	1	ZUID
	Liander N.V. (NW)	Deltastraat	1078	1078	ELK	KVB	13	100	100	46	1x25	2801	7,69	7,69	1	ZUID
	GAS Liander	Deltastraat	1078	1078	GAS	KVB	12	100	100	100	G4	1600	0	8,33		ZUID
	GAS Liander	Deltastraat	1078	1078	GAS	KVB	12	100	91,67	100	G4	996	0	8,33		ZUID
	Liander N.V. (NW)	Deltastraat	1078	1078	ELK	KVB	12	100	100	50	1x35	3001	16,67	8,33	1,1	ZUID
	GAS Liander	Victorieplein	1078	1078	GAS	KVB	38	100	100	89	G4	1292	0	18,42		ZUID
	GAS Liander	Victorieplein	1078	1078	GAS	KVB	19	100	100	89	G4	1097	0	0		ZUID
	Liander N.V. (NW)	Victorieplein	1078	1078	ELK	KVB	21	100	100	90	1x25	2810	4,76	0	1	ZUID
Liander N.V.	Liander N.V. (NW)	Victorieplein	1078	1078	ELK	KVB	35	100	94,29	69	1x25	2406	14,29	11,43	1	ZUID
	GAS Liander	Victorieplein	1078	1078	GAS	KVB	32	100	100	97	G4	871	0	12,5		ZUID
	GAS Liander	Victorieplein	1078	1078	GAS	KVB	11	100	81,82	55	G4	4022	0	9,09		ZUID
Liander N.V.	GAS Liander	Vrijheidslaan	1078	1078	GAS	KVB	36	100	91,67	94	G4	1352	0	22,22		ZUID
Liander N.V.	Liander N.V. (NW)	Vrijheidslaan	1078	1078	ELK	KVB	48	100	85,42	50	1x35	2070	22,92	18,75	1,1	ZUID
	GAS Liander	Vrijheidslaan	1078	1078	GAS	KVB	23	100	100	83	G4	1014	0	4,35		ZUID
	Liander N.V. (NW)	Vrijheidslaan	1078	1078	ELK	KVB	25	100	100	96	1x25	2213	4	4	1	ZUID
	Liander N.V. (NW)	Vrijheidslaan	1078	1078	ELK	KVB	26	100	100	92	1x25	1798	7,69	7,69	1	ZUID
	GAS Liander	Vrijheidslaan	1078	1078	GAS	KVB	24	100	100	96	G4	949	0	8,33		ZUID
	GAS Liander	Vrijheidslaan	1078	1078	GAS	KVB	29	100	96,55	76	G4	1021	0	6,9		ZUID
	Liander N.V. (NW)	Vrijheidslaan	1078	1078	ELK	KVB	34	100	94,12	79	1x25	1861	11,76	5,88	1	ZUID
	GAS Liander	Vrijheidslaan	1078	1078	GAS	KVB	24	100	100	92	G4	1014	0	0		ZUID
	Liander N.V. (NW)	Vrijheidslaan	1078	1078	ELK	KVB	26	100	100	88	1x25	2021	3,85	0	1	ZUID
	Liander N.V. (NW)	Vrijheidslaan	1078	1078	ELK	KVB	17	100	100	100	1x25	2196	5,88	0	1,1	ZUID
	GAS Liander	Vrijheidslaan	1078	1078	GAS	KVB	17	100	100	100	G4	1026	0	0		ZUID
	GAS Liander	Vrijheidslaan	1078	1078	GAS	KVB	19	100	100	95	G4	1127	0	0		ZUID
	Liander N.V. (NW)	Vrijheidslaan	1078	1078	ELK	KVB	25	100	96	64	1x25	2060	16	4	1,2	ZUID
	Liander N.V. (NW)	Vrijheidslaan	1078	1078	ELK	KVB	32	100	90,63	50	1x35	3317	68,75	62,5	1,1	ZUID
	GAS Liander	Vrijheidslaan	1078	1078	GAS	KVB	26	100	96,15	92	G4	919	0	65,38		ZUID
	GAS Liander	Rijnstraat	1078	1078	GAS	KVB	27	100	100	93	G4	1301	0	7,41		ZUID
	Liander N.V. (NW)	Rijnstraat	1078	1078	ELK	KVB	34	100	94,12	62	1x25	3808	17,65	5,88	1,1	ZUID
	GAS Liander	Rijnstraat	1078	1078	GAS	KVB	25	100	96	92	G4	1122	0	16		ZUID
	Liander N.V. (NW)	Rijnstraat	1078	1078	ELK	KVB	29	100	100	76	1x25	4773	27,59	17,24	1,1	ZUID
	GAS Liander	Rijnstraat	1078	1078	GAS	KVB	28	100	85,71	82	G4	2620	0	39,29		ZUID
Liander N.V.	Liander N.V. (NW)	Rijnstraat	1078	1078	ELK	KVB	36	100	72,22	36	1x35	2500	58,33	33,33	1,1	ZUID
	GAS Liander	Rijnstraat	1078	1078	GAS	KVB	21	100	100	90	G4	999	0	47,62		ZUID
	GAS Liander	Rijnstraat	1078	1078	GAS	KVB	20	100	100	95	G4	1165	0	25		ZUID
	Liander N.V. (NW)	Rijnstraat	1078	1078	ELK	KVB	32	100	93,75	47	1x25	2508	15,63	6,25	1,1	ZUID
	GAS Liander	Rijnstraat	1078	1078	GAS	KVB	26	100	96,15	96	G4	1322	0	7,69		ZUID
	GAS Liander	Rijnstraat	1078	1078	GAS	KVB	24	100	95,83	92	G4	1193	0	8,33		ZUID
	Liander N.V. (NW)	Rijnstraat	1078	1078	ELK	KVB	30	100	86,67	63	1x25	4599	23,33	6,67	1,2	ZUID
	GAS Liander	Rijnstraat	1078	1078	GAS	KVB	26	100	92,31	69	G4	1336	0	19,23		ZUID
	Liander N.V. (NW)	Rijnstraat	1078	1078	ELK	KVB	34	100	85,29	53	1x25	3831	32,35	17,65	1,1	ZUID
	Liander N.V. (NW)	Rijnstraat	1078	1078	ELK	KVB	37	100	94,59	43	1x35	3393	21,62	5,41	1,1	ZUID
	GAS Liander	Rijnstraat	1078	1078	GAS	KVB	30	100	93,33	80	G4	1099	0	3,33		ZUID
	GAS Liander	Vechtstraat	1078	1078	GAS	KVB	33	100	96,97	94	G4	992	0	48,48		ZUID
	Liander N.V. (NW)	Vechtstraat	1078	1078	ELK	KVB	38	100	97,37	47	1x25	1620	52,63	50	1,1	ZUID
	Liander N.V. (NW)	Vechtstraat	1078	1078	ELK	KVB	26	100	100	81	1x25	1892	23,08	19,23	1	ZUID
	GAS Liander	Vechtstraat	1078	1078	GAS	KVB	24	100	100	100	G4	1151	0	16,67		ZUID
	Liander N.V. (NW)	Vechtstraat	1078	1078	ELK	KVB	26	100	96,15	96	1x25	1702	0	0	1	ZUID
	GAS Liander	Vechtstraat	1078	1078	GAS	KVB	24	100	100	92	G4	1195	0	0		ZUID
	GAS Liander	Vechtstraat	1078	1078	GAS	KVB	27	100	100	81	G4	1080	0	0		ZUID
	Liander N.V. (NW)	Vechtstraat	1078	1078	ELK	KVB	30	100	100	90	1x25	1714	0	0	1	ZUID
	GAS Liander	Vechtstraat	1078	1078	GAS	KVB	36	100	100	100	G4	1024	0	2,78		ZUID
	Liander N.V. (NW)	Vechtstraat	1078	1078	ELK	KVB	37	100	100	68	1x25	2144	2,7	2,7	1	ZUID
	GAS Liander	Vechtstraat	1078	1078	GAS	KVB	32	100	100	100	G4	1360	0	3,13		ZUID
	Liander N.V. (NW)	Vechtstraat	1078	1078	ELK	KVB	39	100	97,44	69	1x25	1717	2,56	2,56	1	ZUID
	Liander N.V. (NW)	Vechtstraat	1078	1078	ELK	KVB	52	100	100	63	1x25	1870	5,77	3,85	1	ZUID
	GAS Liander	Vechtstraat	1078	1078	GAS	KVB	48	100	100	100	G4	1245	0	2,08		ZUID
	GAS Liander	Kromme-Mijdrechtstraat	1078	1078	GAS	KVB	21	100	100	100	G4	1186	0	4,76		ZUID
	Liander N.V. (NW)	Kromme-Mijdrechtstraat	1078	1078	ELK	KVB	22	100	100	100	1x25	1494	4,55	4,55	1	ZUID
	Liander N.V. (NW)	Amsteldijk	1078	1078	ELK	KVB	19	100	100	58	1x25	3280	94,74	94,74	1	ZUID
	GAS Liander	Amsteldijk	1078	1078	GAS	KVB	19	100	100	68	G4	1254	0	94,74		ZUID
	GAS Liander	Amsteldijk	1078	1078	GAS	KVB	18	100	100	61	G4	1354	0	77,78		ZUID
	Liander N.V. (NW)	Amsteldijk	1078	1078	ELK	KVB	21	85,71	90,48	71	1x25	2701	66,67	66,67	1,3	ZUID
Liander N.V.	Liander N.V. (NW)	Amsteldijk	1078	1078	ELK	KVB	24	100	91,67	46	3x25	2970	58,33	54,17	1,1	ZUID
	GAS Liander	Amsteldijk	1078	1078	GAS	KVB	22	100	95,45	50	G6	1224	0	59,09		ZUID
Liander N.V.	GAS Liander	Amsteldijk	1078	1078	GAS	KVB	22	100	90,91	82	G4	1428	0	13,64		ZUID
Liander N.V.	Liander N.V. (NW)	Amsteldijk	1078	1078	ELK	KVB	28	100	85,71	36	3x25	4863	28,57	14,29	1,2	ZUID
Liander N.V.	Liander N.V. (NW)	Europaboulevard	1078	1078	ELK	KVB	25	100	44	44	3x25	2772	40	0	1	ZUID
Liander N.V.	GAS Liander	Europaboulevard	1078	1078	GAS	KVB	36	100	97,22	97	G4	1328	0	2,78		ZUID
	Liander N.V. (NW)	Amsteldijk	1078	1078	ELK	KVB	40	100	97,5	70	1x25	2084	5	2,5	1,1	ZUID
Liander N.V.	Liander N.V. (NW)	Uithoornstraat	1078	1078	ELK	KVB	50	96	94	60	1x25	2058	4	2	1	ZUID
	GAS Liander	Uithoornstraat	1078	1078	GAS	KVB	42	100	97,62	98	G4	1060	0	2,38		ZUID
Liander N.V.	Liander N.V. (NW)	Uithoornstraat	1078	1078	ELK	KVB	28	92,86	89,29	61	1x25	2158	3,57	3,57	1	ZUID
	GAS Liander	Uithoornstraat	1078	1078	GAS	KVB	25	100	100	92	G4	1348	0	4		ZUID
	Liander N.V. (NW)	Uithoornstraat	1078	1078	ELK	KVB	26	100	100	92	1x25	1983	3,85	0	1	ZUID
	GAS Liander	Uithoornstraat	1078	1078	GAS	KVB	25	100	100	100	G4	1279	0	0		ZUID
	GAS Liander	Uithoornstraat	1078	1078	GAS	KVB	12	100	100	92	G4	1047	0	33,33		ZUID
	Liander N.V. (NW)	Uithoornstraat	1078	1078	ELK	KVB	15	100	86,67	67	1x25	2050	40	26,67	1	ZUID
	Liander N.V. (NW)	Uithoornstraat	1078	1078	ELK	KVB	51	100	100	92	1x35	2821	86,27	86,27	1	ZUID
	GAS Liander	Uithoornstraat	1078	1078	GAS	KVB	50	100	98	98	G4	950	0	88		ZUID
	Liander N.V. (NW)	Uithoornstraat	1078	1078	ELK	KVB	30	100	96,67	77	1x25	1936	50	50	1,1	ZUID
	GAS Liander	Uithoornstraat	1078	1078	GAS	KVB	26	100	96,15	92	G4	1082	0	57,69		ZUID
	GAS Liander	Meerhuizenplein	1078	1078	GAS	KVB	10	100	100	100	G4	1091	0	0		ZUID
	Liander N.V. (NW)	Meerhuizenplein	1078	1078	ELK	KVB	10	100	100	70	1x25	2066	10	0	1,1	ZUID
	GAS Liander	Meerhuizenplein	1078	1078	GAS	KVB	36	100	97,22	94	G4	1732	0	94,44		ZUID
Liander N.V.	Liander N.V. (NW)	Meerhuizenplein	1078	1078	ELK	KVB	41	100	92,68	46	1x35	3804	87,8	87,8	1	ZUID
Liander N.V.	Liander N.V. (NW)	Meerhuizenplein	1078	1078	ELK	KVB	28	100	85,71	50	1x35	2139	42,86	42,86	1	ZUID
	GAS Liander	Meerhuizenplein	1078	1078	GAS	KVB	24	100	100	100	G4	1132	0	50		ZUID
	GAS Liander	Meerhuizenstraat	1078	1078	GAS	KVB	40	100	100	98	G4	815	0	5		ZUID
	Liander N.V. (NW)	Meerhuizenstraat	1078	1078	ELK	KVB	43	100	97,67	35	1x35	2115	4,65	4,65	1	ZUID
	Liander N.V. (NW)	Meerhuizenstraat	1078	1078	ELK	KVB	26	96,15	100	73	1x25	2212	84,62	84,62	1	ZUID
	GAS Liander	Meerhuizenstraat	1078	1078	GAS	KVB	23	100	100	100	G4	1081	0	86,96		ZUID
	Liander N.V. (NW)	Meerhuizenstraat	1078	1078	ELK	KVB	44	100	95,45	34	1x35	2127	2,27	2,27	1	ZUID
	GAS Liander	Meerhuizenstraat	1078	1078	GAS	KVB	40	100	100	100	G4	821	0	2,5		ZUID
	GAS Liander	Meerhuizenstraat	1078	1078	GAS	KVB	25	100	100	100	G4	1040	0	44		ZUID
	Liander N.V. (NW)	Meerhuizenstraat	1078	1078	ELK	KVB	28	100	100	68	1x25	1817	50	46,43	1,1	ZUID
	GAS Liander	Korte Meerhuizenstraat	1078	1078	GAS	KVB	31	100	96,77	100	G4	1161	0	70,97		ZUID
Liander N.V.	Liander N.V. (NW)	Korte Meerhuizenstraat	1078	1078	ELK	KVB	42	100	85,71	48	1x35	1689	69,05	66,67	1	ZUID
	Liander N.V. (NW)	Holendrechtstraat	1078	1078	ELK	KVB	25	100	100	52	1x35	2198	20	16	1	ZUID
	GAS Liander	Holendrechtstraat	1078	1078	GAS	KVB	23	100	100	100	G4	935	0	17,39		ZUID
	GAS Liander	Holendrechtstraat	1078	1078	GAS	KVB	24	100	100	100	G4	922	0	0		ZUID
	Liander N.V. (NW)	Holendrechtstraat	1078	1078	ELK	KVB	26	100	96,15	69	1x35	2220	3,85	0	1	ZUID
Liander N.V.	Liander N.V. (NW)	Holendrechtstraat	1078	1078	ELK	KVB	26	100	96,15	77	1x25	2441	11,54	3,85	1	ZUID
	GAS Liander	Holendrechtstraat	1078	1078	GAS	KVB	24	100	100	96	G4	1135	0	4,17		ZUID
	Liander N.V. (NW)	Holendrechtstraat	1078	1078	ELK	KVB	25	100	100	96	1x25	2058	0	0	1	ZUID
	GAS Liander	Holendrechtstraat	1078	1078	GAS	KVB	24	100	100	96	G4	945	0	0		ZUID
	Liander N.V. (NW)	Holendrechtstraat	1078	1078	ELK	KVB	16	100	100	94	1x25	2249	6,25	6,25	1	ZUID
	GAS Liander	Holendrechtstraat	1078	1078	GAS	KVB	15	100	100	100	G4	1403	0	0		ZUID
	Liander N.V. (NW)	Holendrechtstraat	1078	1078	ELK	KVB	35	100	100	71	1x25	2790	2,86	2,86	1	ZUID
	GAS Liander	Holendrechtstraat	1078	1078	GAS	KVB	33	100	100	100	G4	1518	0	3,03		ZUID
Liander N.V.	Liander N.V. (NW)	Holendrechtstraat	1078	1078	ELK	KVB	29	100	93,1	86	1x25	2018	13,79	10,34	1	ZUID
	GAS Liander	Holendrechtstraat	1078	1078	GAS	KVB	25	100	100	100	G4	1257	0	8		ZUID
	GAS Liander	Borssenburgplein	1078	1078	GAS	KVB	20	100	100	100	G4	1040	0	90		ZUID
Liander N.V.	Liander N.V. (NW)	Borssenburgplein	1078	1078	ELK	KVB	24	100	95,83	79	1x25	1529	87,5	87,5	1	ZUID
Liander N.V.	GAS Liander	Borssenburgplein	1078	1078	GAS	KVB	39	100	97,44	97	G4	1121	0	84,62		ZUID
Liander N.V.	Liander N.V. (NW)	Borssenburgplein	1078	1078	ELK	KVB	11	100	90,91	82	1x25	3983	100	90,91		ZUID
Liander N.V.	Liander N.V. (NW)	Borssenburgplein	1078	1078	ELK	KVB	32	100	96,88	75	1x35	2305	78,13	78,13	1	ZUID
	Liander N.V. (NW)	Borssenburgstraat	1078	1078	ELK	KVB	21	100	100	48	1x35	3126	76,19	76,19	1	ZUID
	GAS Liander	Borssenburgstraat	1078	1078	GAS	KVB	19	100	100	95	G4	1873	0	78,95		ZUID
	Liander N.V. (NW)	Borssenburgstraat	1078	1078	ELK	KVB	29	100	100	59	1x25	1840	68,97	58,62	1,3	ZUID
	GAS Liander	Borssenburgstraat	1078	1078	GAS	KVB	27	100	100	100	G4	987	0	59,26		ZUID
	Liander N.V. (NW)	Borssenburgstraat	1078	1078	ELK	KVB	27	100	100	100	1x25	1872	96,3	96,3	1	ZUID
	GAS Liander	Borssenburgstraat	1078	1078	GAS	KVB	24	100	100	100	G4	1237	0	100		ZUID
	Liander N.V. (NW)	Borssenburgstraat	1078	1078	ELK	KVB	22	100	100	95	1x25	1928	95,45	95,45		ZUID
	GAS Liander	Borssenburgstraat	1078	1078	GAS	KVB	20	100	100	100	G4	1089	0	100		ZUID
	Liander N.V. (NW)	Borssenburgstraat	1078	1078	ELK	KVB	23	100	100	78	1x25	1640	78,26	78,26	1	ZUID
	GAS Liander	Borssenburgstraat	1078	1078	GAS	KVB	21	100	100	100	G4	1068	0	76,19		ZUID
	Liander N.V. (NW)	Niersstraat	1078	1078	ELK	KVB	24	100	100	67	1x35	2345	4,17	4,17	1	ZUID
	GAS Liander	Niersstraat	1078	1078	GAS	KVB	23	100	100	87	G4	1224	0	4,35		ZUID
	Liander N.V. (NW)	Niersstraat	1078	1078	ELK	KVB	31	100	100	65	1x25	2835	29,03	29,03	1	ZUID
	GAS Liander	Niersstraat	1078	1078	GAS	KVB	29	100	100	66	G4	1325	0	27,59		ZUID
	GAS Liander	Niersstraat	1078	1078	GAS	KVB	34	100	100	85	G4	1658	0	26,47		ZUID
Liander N.V.	Liander N.V. (NW)	Niersstraat	1078	1078	ELK	KVB	40	100	97,5	45	1x25	1953	15	15	1	ZUID
	Liander N.V. (NW)	Niersstraat	1078	1078	ELK	KVB	21	100	100	90	1x25	1830	9,52	9,52	1	ZUID
	GAS Liander	Niersstraat	1078	1078	GAS	KVB	20	100	100	90	G4	1315	0	5		ZUID
	GAS Liander	Niersstraat	1078	1078	GAS	KVB	18	100	100	72	G4	1066	0	5,56		ZUID
	Liander N.V. (NW)	Niersstraat	1078	1078	ELK	KVB	19	100	100	89	1x25	1852	15,79	10,53	1,1	ZUID
	GAS Liander	Dintelstraat	1078	1078	GAS	KVB	24	100	91,67	67	G4	1905	0	4,17		ZUID
Liander N.V.	Liander N.V. (NW)	Dintelstraat	1078	1078	ELK	KVB	23	100	95,65	52	1x35	2048	8,7	8,7	1	ZUID
	GAS Liander	Dintelstraat	1078	1078	GAS	KVB	21	100	100	90	G4	1408	0	4,76		ZUID
Liander N.V.	Liander N.V. (NW)	Dintelstraat	1078	1078	ELK	KVB	27	100	96,3	78	1x35	1962	7,41	3,7	1	ZUID
	GAS Liander	Dintelstraat	1078	1078	GAS	KVB	24	100	100	83	G4	1368	0	0		ZUID
	GAS Liander	Dintelstraat	1078	1078	GAS	KVB	19	100	100	95	G4	1176	0	5,26		ZUID
	Liander N.V. (NW)	Dintelstraat	1078	1078	ELK	KVB	20	100	100	70	1x25	2121	10	5	1,1	ZUID
	GAS Liander	Dintelstraat	1078	1078	GAS	KVB	16	100	100	100	G4	1465	0	0		ZUID
Liander N.V.	Liander N.V. (NW)	Dintelstraat	1078	1078	ELK	KVB	19	100	94,74	42	1x35	2697	5,26	0	1,1	ZUID
	GAS Liander	Dintelstraat	1078	1078	GAS	KVB	23	100	100	78	G4	2780	0	8,7		ZUID
	Liander N.V. (NW)	Dintelstraat	1078	1078	ELK	KVB	24	100	100	50	1x25	4894	25	8,33	1,2	ZUID
	Liander N.V. (NW)	Dintelstraat	1078	1078	ELK	KVB	17	100	100	88	1x25	2710	11,76	11,76	1	ZUID
	GAS Liander	Dintelstraat	1078	1078	GAS	KVB	17	100	100	100	G4	1366	0	11,76		ZUID
	GAS Liander	Dintelstraat	1078	1078	GAS	KVB	17	100	100	76	G4	1632	0	5,88		ZUID
	Liander N.V. (NW)	Dintelstraat	1078	1078	ELK	KVB	19	100	100	42	1x25	2742	10,53	10,53	1,2	ZUID
	GAS Liander	Dintelstraat	1078	1078	GAS	KVB	16	100	93,75	94	G4	479	0	6,25		ZUID
	Liander N.V. (NW)	Dintelstraat	1078	1078	ELK	KVB	17	100	94,12	71	1x35	2945	17,65	11,76	1,1	ZUID
	GAS Liander	Borssenburgplein	1078	1078	GAS	KVB	49	100	97,96	98	G4	796	0	97,96		ZUID
	Liander N.V. (NW)	Borssenburgplein	1078	1078	ELK	KVB	49	100	97,96	57	1x25	2107	97,96	97,96		ZUID
	GAS Liander	Molenbeekstraat	1078	1078	GAS	KVB	20	100	100	65	G4	1272	0	0		ZUID
	Liander N.V. (NW)	Molenbeekstraat	1078	1078	ELK	KVB	22	100	100	95	1x25	2111	0	0	1	ZUID
	Liander N.V. (NW)	Molenbeekstraat	1078	1078	ELK	KVB	25	100	88	48	1x35	2086	24	24	1	ZUID
	GAS Liander	Molenbeekstraat	1078	1078	GAS	KVB	21	100	95,24	100	G4	1463	0	28,57		ZUID
	GAS Liander	Molenbeekstraat	1078	1078	GAS	KVB	17	100	100	94	G4	1259	0	0		ZUID
	Liander N.V. (NW)	Molenbeekstraat	1078	1078	ELK	KVB	20	100	100	55	1x35	1765	5	5	1	ZUID
	GAS Liander	Molenbeekstraat	1078	1078	GAS	KVB	16	100	100	94	G4	1786	0	0		ZUID
	Liander N.V. (NW)	Molenbeekstraat	1078	1078	ELK	KVB	18	100	100	44	1x35	4528	5,56	0	1,1	ZUID
Liander N.V.	Liander N.V. (NW)	Molenbeekstraat	1078	1078	ELK	KVB	25	100	92	68	1x35	1995	0	0	1	ZUID
	GAS Liander	Molenbeekstraat	1078	1078	GAS	KVB	22	100	100	82	G4	1484	0	0		ZUID
	GAS Liander	Zoomstraat	1078	1078	GAS	KVB	22	100	100	95	G4	1588	0	9,09		ZUID
Liander N.V.	Liander N.V. (NW)	Zoomstraat	1078	1078	ELK	KVB	24	100	95,83	75	1x25	2190	12,5	8,33	1	ZUID
	GAS Liander	Zoomstraat	1078	1078	GAS	KVB	32	100	90,63	94	G4	1235	0	3,13		ZUID
	Liander N.V. (NW)	Zoomstraat	1078	1078	ELK	KVB	35	100	91,43	51	1x25	2504	2,86	5,71	1	ZUID
	GAS Liander	Zoomstraat	1078	1078	GAS	KVB	17	100	100	88	G4	1186	0	11,76		ZUID
