MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen	WIJK
	Liander N.V. (NW)	Vegastraat	1033	1033	ELK	KVB	22	100	100	82	1x25	2952	0	0	1	NOORD
	GAS Liander	Vegastraat	1033	1033	GAS	KVB	21	100	100	100	G4	1293	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Vegastraat	1033	1033	ELK	KVB	21	100	95,24	81	1x25	2927	0	0	1	NOORD
	GAS Liander	Vegastraat	1033	1033	GAS	KVB	20	100	100	100	G4	1382	0	0		NOORD
	Liander N.V. (NW)	Vegastraat	1033	1033	ELK	KVB	16	100	100	100	1x25	3155	18,75	6,25	1,1	NOORD
	GAS Liander	Vegastraat	1033	1033	GAS	KVB	16	100	100	100	G4	1450	0	6,25		NOORD
	Liander N.V. (NW)	Vegastraat	1033	1033	ELK	KVB	18	100	100	94	1x25	2740	5,56	5,56	1	NOORD
	GAS Liander	Vegastraat	1033	1033	GAS	KVB	18	100	100	94	G4	1320	0	5,56		NOORD
	GAS Liander	Vegastraat	1033	1033	GAS	KVB	22	100	100	100	G4	1128	0	0		NOORD
	Liander N.V. (NW)	Vegastraat	1033	1033	ELK	KVB	23	100	100	91	1x25	2094	4,35	0	1	NOORD
	GAS Liander	Vegastraat	1033	1033	GAS	KVB	21	100	100	100	G4	1287	0	4,76		NOORD
	Liander N.V. (NW)	Vegastraat	1033	1033	ELK	KVB	22	100	100	91	1x25	2918	4,55	4,55	1	NOORD
	Liander N.V. (NW)	Andromedastraat	1033	1033	ELK	KVB	10	100	100	90	1x25	2554	0	0	1	NOORD
	GAS Liander	Andromedastraat	1033	1033	GAS	KVB	10	100	100	100	G4	1541	0	0		NOORD
	Liander N.V. (NW)	Andromedastraat	1033	1033	ELK	KVB	23	95,65	100	83	1x25	2099	4,35	4,35	1	NOORD
	GAS Liander	Andromedastraat	1033	1033	GAS	KVB	23	100	100	96	G4	1185	0	4,35		NOORD
	Liander N.V. (NW)	Plejadenweg	1033	1033	ELK	KVB	12	100	100	92	1x25	3555	8,33	8,33	1	NOORD
	GAS Liander	Plejadenweg	1033	1033	GAS	KVB	12	100	100	100	G4	1562	0	8,33		NOORD
	Liander N.V. (NW)	Pegasusstraat	1033	1033	ELK	KVB	11	100	100	73	1x35	2695	72,73	72,73	1	NOORD
	GAS Liander	Pegasusstraat	1033	1033	GAS	KVB	11	100	100	100	G4	1185	0	72,73		NOORD
	Liander N.V. (NW)	Nieuwe Maanstraat	1033	1033	ELK	KVB	14	100	85,71	43	1x25	4520	28,57	0	1,3	NOORD
	GAS Liander	Nieuwe Maanstraat	1033	1033	GAS	KVB	11	100	90,91	91	G4	1551	0	0		NOORD
	Liander N.V. (NW)	Antarusstraat	1033	1033	ELK	KVB	10	100	100	90	1x25	2405	0	0	1	NOORD
	GAS Liander	Antarusstraat	1033	1033	GAS	KVB	10	100	100	90	G4	1351	0	0		NOORD
	Liander N.V. (NW)	Nieuwe Zonneweg	1033	1033	ELK	KVB	20	100	100	55	1x25	2653	0	0	1	NOORD
	GAS Liander	Nieuwe Zonneweg	1033	1033	GAS	KVB	20	100	100	100	G4	1317	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Algolstraat	1033	1033	ELK	KVB	35	88,57	82,86	60	1x25	4640	20	5,71	1,3	NOORD
	GAS Liander	Algolstraat	1033	1033	GAS	KVB	28	100	96,43	93	G4	2520	0	3,57		NOORD
	GAS Liander	Druivenstraat	1033	1033	GAS	KVB	15	100	100	93	G4	776	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Druivenstraat	1033	1033	ELK	KVB	29	100	51,72	48	3x25	1874	0	0	1	NOORD
	GAS Liander	Druivenstraat	1033	1033	GAS	KVB	21	100	100	100	G4	914	0	0		NOORD
	Liander N.V. (NW)	Druivenstraat	1033	1033	ELK	KVB	22	100	100	77	1x25	2117	0	0	1	NOORD
	GAS Liander	Abrikozenstraat	1033	1033	GAS	KVB	18	100	100	100	G4	810	0	0		NOORD
	Liander N.V. (NW)	Abrikozenstraat	1033	1033	ELK	KVB	18	100	100	94	1x25	2222	0	0	1	NOORD
	GAS Liander	Abrikozenstraat	1033	1033	GAS	KVB	11	100	100	100	G4	763	0	0		NOORD
	Liander N.V. (NW)	Abrikozenstraat	1033	1033	ELK	KVB	12	100	100	92	1x25	1621	0	0	1	NOORD
	GAS Liander	Abrikozenstraat	1033	1033	GAS	KVB	10	100	100	100	G4	836	0	10		NOORD
	Liander N.V. (NW)	Abrikozenstraat	1033	1033	ELK	KVB	11	100	100	64	1x25	2683	9,09	9,09	1	NOORD
	Liander N.V. (NW)	Abrikozenstraat	1033	1033	ELK	KVB	14	100	78,57	57	1x25	2107	21,43	7,14	1,2	NOORD
	GAS Liander	Abrikozenstraat	1033	1033	GAS	KVB	13	100	76,92	85	G4	677	0	7,69		NOORD
	Liander N.V. (NW)	Abrikozenstraat	1033	1033	ELK	KVB	12	100	100	75	1x25	2529	0	0	1	NOORD
	GAS Liander	Abrikozenstraat	1033	1033	GAS	KVB	10	100	100	100	G4	945	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Abrikozenstraat	1033	1033	ELK	KVB	14	100	78,57	64	1x25	1780	0	0	1	NOORD
Liander N.V.	GAS Liander	Abrikozenstraat	1033	1033	GAS	KVB	14	100	78,57	86	G4	785	0	0		NOORD
	Liander N.V. (NW)	Abrikozenstraat	1033	1033	ELK	KVB	10	100	100	80	1x25	2320	10	0	1,1	NOORD
	GAS Liander	Abrikozenstraat	1033	1033	GAS	KVB	10	100	100	100	G4	1105	0	0		NOORD
	GAS Liander	Abrikozenstraat	1033	1033	GAS	KVB	13	100	100	100	G4	636	0	0		NOORD
	Liander N.V. (NW)	Abrikozenstraat	1033	1033	ELK	KVB	14	100	100	93	1x25	1533	0	0	1	NOORD
	Liander N.V. (NW)	Abrikozenstraat	1033	1033	ELK	KVB	11	100	100	91	1x25	1624	0	0	1	NOORD
	GAS Liander	Abrikozenstraat	1033	1033	GAS	KVB	11	100	100	100	G4	1018	0	0		NOORD
	GAS Liander	Pruimenstraat	1033	1033	GAS	KVB	18	100	100	94	G4	842	0	0		NOORD
	Liander N.V. (NW)	Pruimenstraat	1033	1033	ELK	KVB	19	100	94,74	58	1x25	2228	10,53	0	1,2	NOORD
	Liander N.V. (NW)	Pruimenstraat	1033	1033	ELK	KVB	11	100	100	82	1x25	2281	18,18	0	1,2	NOORD
	GAS Liander	Pruimenstraat	1033	1033	GAS	KVB	11	100	100	91	G4	885	0	0		NOORD
	GAS Liander	Pruimenstraat	1033	1033	GAS	KVB	36	100	100	97	G4	841	0	2,78		NOORD
Liander N.V.	Liander N.V. (NW)	Pruimenstraat	1033	1033	ELK	KVB	59	100	64,41	53	1x35	3873	11,86	3,39	1,1	NOORD
	Liander N.V. (NW)	Pruimenstraat	1033	1033	ELK	KVB	11	100	90,91	82	1x25	1577	18,18	18,18	1	NOORD
	GAS Liander	Pruimenstraat	1033	1033	GAS	KVB	11	100	90,91	91	G4	709	0	18,18		NOORD
	GAS Liander	Pruimenstraat	1033	1033	GAS	KVB	10	100	90	100	G4	950	0	0		NOORD
	Liander N.V. (NW)	Pruimenstraat	1033	1033	ELK	KVB	11	81,82	81,82	73	1x25	3233	9,09	0	1,2	NOORD
	Liander N.V. (NW)	Pruimenstraat	1033	1033	ELK	KVB	14	100	92,86	57	1x25	3134	21,43	14,29	1,1	NOORD
	GAS Liander	Pruimenstraat	1033	1033	GAS	KVB	12	100	100	92	G4	1343	0	16,67		NOORD
	Liander N.V. (NW)	Sinaasappelstraat	1033	1033	ELK	KVB	21	100	95,24	86	1x25	2539	0	0	1	NOORD
	GAS Liander	Sinaasappelstraat	1033	1033	GAS	KVB	20	100	100	100	G4	1230	0	0		NOORD
	GAS Liander	Sinaasappelstraat	1033	1033	GAS	KVB	10	100	100	80	G4	1149	0	0		NOORD
	Liander N.V. (NW)	Sinaasappelstraat	1033	1033	ELK	KVB	10	100	100	100	1x25	2036	0	0	1	NOORD
	GAS Liander	Morellenstraat	1033	1033	GAS	KVB	22	100	100	100	G4	1312	0	13,64		NOORD
	Liander N.V. (NW)	Morellenstraat	1033	1033	ELK	KVB	22	100	100	73	1x25	3336	18,18	13,64	1,1	NOORD
	Liander N.V. (NW)	Goudreinetstraat	1033	1033	ELK	KVB	17	100	100	88	1x25	3143	11,76	0	1,1	NOORD
	GAS Liander	Goudreinetstraat	1033	1033	GAS	KVB	17	100	100	100	G4	1243	0	0		NOORD
	Liander N.V. (NW)	Goudreinetstraat	1033	1033	ELK	KVB	19	100	100	79	1x25	2763	5,26	0	1,1	NOORD
	GAS Liander	Goudreinetstraat	1033	1033	GAS	KVB	18	100	100	94	G4	1313	0	0		NOORD
	Liander N.V. (NW)	Moerbeienstraat	1033	1033	ELK	KVB	22	100	100	55	1x35	2450	68,18	68,18	1	NOORD
	GAS Liander	Moerbeienstraat	1033	1033	GAS	KVB	22	100	100	100	G4	1017	0	68,18		NOORD
Liander N.V.	Liander N.V. (NW)	Mandarijnenstraat	1033	1033	ELK	KVB	51	100	76,47	75	1x35	2426	7,84	5,88	1	NOORD
	GAS Liander	Mandarijnenstraat	1033	1033	GAS	KVB	38	100	100	100	G4	905	0	7,89		NOORD
	Liander N.V. (NW)	Mandarijnenstraat	1033	1033	ELK	KVB	12	100	100	67	1x25	2359	8,33	8,33	1	NOORD
	GAS Liander	Mandarijnenstraat	1033	1033	GAS	KVB	11	100	100	91	G4	1386	0	9,09		NOORD
	GAS Liander	Mandarijnenstraat	1033	1033	GAS	KVB	22	100	100	86	G4	711	0	0		NOORD
	Liander N.V. (NW)	Mandarijnenstraat	1033	1033	ELK	KVB	24	100	100	67	1x25	1468	0	0	1	NOORD
	Liander N.V. (NW)	Mandarijnenstraat	1033	1033	ELK	KVB	17	100	100	94	1x25	1241	0	0	1	NOORD
	GAS Liander	Mandarijnenstraat	1033	1033	GAS	KVB	16	100	100	100	G4	689	0	0		NOORD
	Liander N.V. (NW)	Mandarijnenstraat	1033	1033	ELK	KVB	21	100	100	57	1x35	1411	57,14	57,14	1	NOORD
	GAS Liander	Mandarijnenstraat	1033	1033	GAS	KVB	20	100	100	95	G4	593	0	60		NOORD
	Liander N.V. (NW)	Mandarijnenstraat	1033	1033	ELK	KVB	12	100	100	92	1x25	2698	8,33	0	1,1	NOORD
	GAS Liander	Mandarijnenstraat	1033	1033	GAS	KVB	12	100	100	100	G4	1092	0	0		NOORD
	Liander N.V. (NW)	Bananenstraat	1033	1033	ELK	KVB	10	100	100	100	1x25	1595	0	0	1	NOORD
	GAS Liander	Bananenstraat	1033	1033	GAS	KVB	10	100	100	100	G4	772	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Citroenenstraat	1033	1033	ELK	KVB	25	100	96	92	1x25	1699	4	4	1	NOORD
	GAS Liander	Citroenenstraat	1033	1033	GAS	KVB	24	100	100	100	G4	700	0	4,17		NOORD
	Liander N.V. (NW)	Amandelstraat	1033	1033	ELK	KVB	10	100	100	100	1x25	2114	0	0	1	NOORD
	GAS Liander	Amandelstraat	1033	1033	GAS	KVB	10	100	100	100	G4	975	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Amandelstraat	1033	1033	ELK	KVB	12	91,67	91,67	92	1x25	1231	8,33	8,33	1	NOORD
	GAS Liander	Amandelstraat	1033	1033	GAS	KVB	11	100	100	100	G4	1266	0	9,09		NOORD
	Liander N.V. (NW)	Amandelstraat	1033	1033	ELK	KVB	13	92,31	92,31	85	1x25	2116	15,38	7,69	1,1	NOORD
	GAS Liander	Amandelstraat	1033	1033	GAS	KVB	13	100	92,31	100	G4	766	0	7,69		NOORD
Liander N.V.	GAS Liander	Amandelstraat	1033	1033	GAS	KVB	12	100	83,33	92	G4	991	0	8,33		NOORD
Liander N.V.	Liander N.V. (NW)	Amandelstraat	1033	1033	ELK	KVB	13	92,31	76,92	77	1x25	1921	7,69	7,69	1	NOORD
	GAS Liander	Rozijnenstraat	1033	1033	GAS	KVB	20	100	100	100	G4	642	0	0		NOORD
	Liander N.V. (NW)	Rozijnenstraat	1033	1033	ELK	KVB	20	100	100	95	1x25	1773	0	0	1	NOORD
	Liander N.V. (NW)	Rozijnenstraat	1033	1033	ELK	KVB	18	100	100	89	1x25	2174	0	0	1	NOORD
	GAS Liander	Rozijnenstraat	1033	1033	GAS	KVB	18	100	100	83	G4	975	0	0		NOORD
	GAS Liander	Kruisbessenstraat	1033	1033	GAS	KVB	20	100	100	100	G4	1320	0	0		NOORD
	Liander N.V. (NW)	Kruisbessenstraat	1033	1033	ELK	KVB	21	100	100	95	1x25	2733	14,29	0	1,1	NOORD
	Liander N.V. (NW)	Bessenpad	1033	1033	ELK	KVB	17	100	100	88	1x35	5062	11,76	0	1,1	NOORD
	GAS Liander	Ponserstraat	1033	1033	GAS	KVB	15	100	100	100	G4	868	0	0		NOORD
	Liander N.V. (NW)	Ponserstraat	1033	1033	ELK	KVB	16	100	100	94	1x35	2275	6,25	0	1,1	NOORD
	GAS Liander	Ponserstraat	1033	1033	GAS	KVB	15	100	100	100	G4	956	0	0		NOORD
	Liander N.V. (NW)	Boorderstraat	1033	1033	ELK	KVB	23	100	100	91	1x25	2009	0	0	1	NOORD
	GAS Liander	Boorderstraat	1033	1033	GAS	KVB	22	100	100	100	G4	765	0	0		NOORD
	GAS Liander	Boorderstraat	1033	1033	GAS	KVB	22	100	100	100	G4	649	0	0		NOORD
	Liander N.V. (NW)	Boorderstraat	1033	1033	ELK	KVB	23	100	100	96	1x25	1884	0	0	1	NOORD
	Liander N.V. (NW)	Kotteraarstraat	1033	1033	ELK	KVB	16	100	100	100	1x25	2118	0	0	1	NOORD
	GAS Liander	Kotteraarstraat	1033	1033	GAS	KVB	16	100	100	100	G4	816	0	0		NOORD
	GAS Liander	Kotteraarstraat	1033	1033	GAS	KVB	28	100	96,43	100	G4	1063	0	0		NOORD
	Liander N.V. (NW)	Kotteraarstraat	1033	1033	ELK	KVB	29	100	96,55	97	1x25	2580	6,9	3,45	1	NOORD
	GAS Liander	Kotteraarstraat	1033	1033	GAS	KVB	17	100	100	100	G4	821	0	0		NOORD
	Liander N.V. (NW)	Kotteraarstraat	1033	1033	ELK	KVB	17	100	100	94	1x25	2671	0	0	1	NOORD
	Liander N.V. (NW)	Virgohof	1033	1033	ELK	KVB	17	100	94,12	88	1x35	2249	5,88	0	1,1	NOORD
	GAS Liander	Virgohof	1033	1033	GAS	KVB	15	100	100	100	G4	916	0	0		NOORD
	Liander N.V. (NW)	Virgohof	1033	1033	ELK	KVB	30	96,67	100	90	1x35	2758	13,33	10	1	NOORD
	GAS Liander	Virgohof	1033	1033	GAS	KVB	29	100	100	97	G4	1077	0	3,45		NOORD
	Liander N.V. (NW)	Virgohof	1033	1033	ELK	KVB	32	96,88	100	97	1x35	1698	6,25	6,25	1	NOORD
	GAS Liander	Virgohof	1033	1033	GAS	KVB	31	100	100	100	G4	879	0	3,23		NOORD
Liander N.V.	GAS Liander	Hardwareweg	1033	1033	GAS	KVB	45	100	86,67	69	G4	4046	0	37,78		NOORD
	Liander N.V. (NW)	Koppelingpad	1033	1033	ELK	KVB	23	100	95,65	52	3x25	4027	60,87	47,83	1,3	NOORD
	GAS Liander	Klaprozenweg	1033	1033	GAS	KVB	26	100	92,31	88	G4	2526	0	3,85		NOORD
	Liander N.V. (NW)	Klaprozenweg	1033	1033	ELK	KVB	23	100	69,57	35	1x35	4598	4,35	0	1,1	NOORD
	Liander N.V. (NW)	Werktuigstraat	1033	1033	ELK	KVB	17	100	94,12	71	1x25	3589	5,88	5,88	1	NOORD
	GAS Liander	Back-upstraat	1033	1033	GAS	KVB	13	100	61,54	54	G16	4782	0	15,38		NOORD
Liander N.V.	Liander N.V. (NW)	Processorstraat	1033	1033	ELK	KVB	30	100	83,33	70	1x25	3280	10	0	1,1	NOORD
	GAS Liander	Processorstraat	1033	1033	GAS	KVB	25	100	100	84	G4	2126	0	0		NOORD
	Liander N.V. (NW)	Nageljongenstraat	1033	1033	ELK	KVB	26	100	100	96	1x25	2436	3,85	3,85	1	NOORD
	GAS Liander	Nageljongenstraat	1033	1033	GAS	KVB	25	100	100	100	G4	937	0	0		NOORD
	Liander N.V. (NW)	Nageljongenstraat	1033	1033	ELK	KVB	32	100	96,88	88	1x25	2064	3,13	0	1	NOORD
	GAS Liander	Nageljongenstraat	1033	1033	GAS	KVB	30	100	100	100	G4	972	0	0		NOORD
	Liander N.V. (NW)	Nageljongenstraat	1033	1033	ELK	KVB	16	100	100	100	1x25	2993	6,25	0	1,1	NOORD
	GAS Liander	Nageljongenstraat	1033	1033	GAS	KVB	16	100	100	100	G4	1219	0	0		NOORD
	Liander N.V. (NW)	Nageljongenstraat	1033	1033	ELK	KVB	31	100	100	94	1x25	2023	3,23	3,23	1	NOORD
	GAS Liander	Nageljongenstraat	1033	1033	GAS	KVB	30	100	100	100	G4	773	0	0		NOORD
	GAS Liander	Tuigerstraat	1033	1033	GAS	KVB	30	100	100	100	G4	1413	0	26,67		NOORD
	Liander N.V. (NW)	Tuigerstraat	1033	1033	ELK	KVB	33	100	100	82	1x25	1990	27,27	24,24	1,1	NOORD
	Liander N.V. (NW)	Klinkerweg	1033	1033	ELK	KVB	31	100	100	90	1x25	1582	3,23	0	1	NOORD
	GAS Liander	Klinkerweg	1033	1033	GAS	KVB	30	100	100	100	G4	704	0	0		NOORD
	GAS Liander	Klinkerweg	1033	1033	GAS	KVB	15	100	100	100	G4	860	0	0		NOORD
	Liander N.V. (NW)	Klinkerweg	1033	1033	ELK	KVB	16	100	100	94	1x35	2352	6,25	0	1,1	NOORD
	GAS Liander	Klinkerweg	1033	1033	GAS	KVB	21	100	100	100	G4	871	0	0		NOORD
	Liander N.V. (NW)	Klinkerweg	1033	1033	ELK	KVB	22	100	100	95	1x25	2015	4,55	0	1	NOORD
	GAS Liander	Klinkerweg	1033	1033	GAS	KVB	18	100	100	89	G4	2884	0	11,11		NOORD
	GAS Liander	Klinkerweg	1033	1033	GAS	KVB	24	100	100	100	G4	988	0	0		NOORD
	Liander N.V. (NW)	Klinkerweg	1033	1033	ELK	KVB	10	100	100	80	1x35	2316	20	10	1,2	NOORD
	Liander N.V. (NW)	Tegenhouderstraat	1033	1033	ELK	KVB	16	100	100	100	1x25	2993	0	0	1	NOORD
	GAS Liander	Tegenhouderstraat	1033	1033	GAS	KVB	31	100	100	100	G4	824	0	0		NOORD
	Liander N.V. (NW)	Tegenhouderstraat	1033	1033	ELK	KVB	31	100	100	100	1x25	1746	0	0	1	NOORD
	Liander N.V. (NW)	Tegenhouderstraat	1033	1033	ELK	KVB	16	100	100	100	1x25	2186	0	0	1,1	NOORD
	GAS Liander	Tegenhouderstraat	1033	1033	GAS	KVB	16	100	100	100	G4	976	0	0		NOORD
	GAS Liander	Nageljongenstraat	1033	1033	GAS	KVB	21	100	100	100	G4	887	0	4,76		NOORD
	Liander N.V. (NW)	Nageljongenstraat	1033	1033	ELK	KVB	22	100	100	91	1x35	2374	13,64	9,09	1,1	NOORD
	GAS Liander	Kraandrijverstraat	1033	1033	GAS	KVB	18	100	100	89	G4	2737	0	11,11		NOORD
	GAS Liander	Tegenhouderstraat	1033	1033	GAS	KVB	22	100	100	100	G4	912	0	0		NOORD
	Liander N.V. (NW)	Tegenhouderstraat	1033	1033	ELK	KVB	23	100	100	96	1x35	1936	4,35	4,35	1	NOORD
	GAS Liander	Nageljongenstraat	1033	1033	GAS	KVB	23	100	100	96	G4	1033	0	0		NOORD
	GAS Liander	ks. Ibisweg	1033	1033	GAS	KVB	25	100	92	56	G4	3383	0	20		NOORD
Liander N.V.	GAS Liander	ms. van Riemsdijkweg	1033	1033	GAS	KVB	38	100	89,47	71	G4	3913	0	10,53		NOORD
	Liander N.V. (NW)	Gutserstraat	1033	1033	ELK	KVB	15	100	100	87	1x35	3097	20	13,33	1,1	NOORD
	GAS Liander	Gutserstraat	1033	1033	GAS	KVB	15	100	100	100	G4	1065	0	13,33		NOORD
	Liander N.V. (NW)	Gutserstraat	1033	1033	ELK	KVB	19	100	100	100	1x35	2244	0	0	1	NOORD
	GAS Liander	Gutserstraat	1033	1033	GAS	KVB	19	100	100	100	G4	956	0	0		NOORD
	GAS Liander	Monitorstraat	1033	1033	GAS	KVB	27	100	100	89	G4	1081	0	3,7		NOORD
	Liander N.V. (NW)	Monitorstraat	1033	1033	ELK	KVB	27	100	100	89	1x35	4248	11,11	7,41	1	NOORD
	GAS Liander	Gutserstraat	1033	1033	GAS	KVB	15	100	100	100	G4	738	0	6,67		NOORD
	Liander N.V. (NW)	Gutserstraat	1033	1033	ELK	KVB	17	100	100	88	1x35	1945	11,76	5,88	1,1	NOORD
	GAS Liander	Gutserstraat	1033	1033	GAS	KVB	15	100	100	100	G4	909	0	0		NOORD
	Liander N.V. (NW)	Gutserstraat	1033	1033	ELK	KVB	17	100	94,12	88	1x35	2558	11,76	0	1,1	NOORD
	GAS Liander	Printerstraat	1033	1033	GAS	KVB	15	100	100	73	G6	3862	0	6,67		NOORD
	GAS Liander	Modemstraat	1033	1033	GAS	KVB	12	100	100	42	G4	3312	0	8,33		NOORD
	GAS Liander	Plotterstraat	1033	1033	GAS	KVB	45	100	77,78	47	G6	4460	0	2,22		NOORD
Liander N.V.	GAS Liander	tt. Vasumweg	1033	1033	GAS	KVB	36	100	80,56	42	G4	4572	0	8,33		NOORD
Liander N.V.	Liander N.V. (NW)	tt. Vasumweg	1033	1033	ELK	KVB	24	100	79,17	83	3x25	2416	0	0	1,1	NOORD
	GAS Liander	mt. Lincolnweg	1033	1033	GAS	KVB	10	100	50	50	G4	1665	0	10		NOORD
Liander N.V.	Liander N.V. (NW)	mt. Lincolnweg	1033	1033	ELK	KVB	23	100	43,48	35	1x6	4548	26,09	8,7	1,5	NOORD
	GAS Liander	tt. Melissaweg	1033	1033	GAS	KVB	11	100	72,73	45	G4	4086	0	27,27		NOORD
	GAS Liander	tt. Melissaweg	1033	1033	GAS	KVB	33	100	100	76	G4	2801	0	6,06		NOORD
	GAS Liander	Frambozenstraat	1033	1033	GAS	KVB	42	100	100	100	G4	1031	0	2,38		NOORD
Liander N.V.	Liander N.V. (NW)	Frambozenstraat	1033	1033	ELK	KVB	51	86,27	82,35	82	1x35	3714	7,84	1,96	1,1	NOORD
	GAS Liander	Meloenenstraat	1033	1033	GAS	KVB	12	100	100	100	G4	1334	0	0		NOORD
	Liander N.V. (NW)	Pomonastraat	1033	1033	ELK	KVB	14	100	100	57	1x25	1601	42,86	0	1,4	NOORD
	GAS Liander	Pomonastraat	1033	1033	GAS	KVB	14	100	100	100	G4	1284	0	0		NOORD
	Liander N.V. (NW)	Pomonastraat	1033	1033	ELK	KVB	26	100	100	92	1x25	1206	0	0	1	NOORD
	GAS Liander	Pomonastraat	1033	1033	GAS	KVB	24	100	100	100	G4	809	0	0		NOORD
	Liander N.V. (NW)	Pomonastraat	1033	1033	ELK	KVB	24	100	100	100	1x25	1279	0	0	1	NOORD
	GAS Liander	Pomonastraat	1033	1033	GAS	KVB	24	100	100	100	G4	799	0	0		NOORD
	GAS Liander	Pomonastraat	1033	1033	GAS	KVB	16	100	100	88	G4	811	0	0		NOORD
	Liander N.V. (NW)	Pomonastraat	1033	1033	ELK	KVB	17	100	100	88	1x25	992	0	0	1	NOORD
	GAS Liander	Pomonastraat	1033	1033	GAS	KVB	21	100	100	86	G4	2988	0	4,76		NOORD
	Liander N.V. (NW)	Pomonastraat	1033	1033	ELK	KVB	21	100	100	90	1x25	1993	4,76	4,76	1	NOORD
	GAS Liander	Pomonastraat	1033	1033	GAS	KVB	20	100	100	100	G4	1122	0	5		NOORD
	GAS Liander	Pomonastraat	1033	1033	GAS	KVB	11	100	100	91	G4	829	0	0		NOORD
	Liander N.V. (NW)	Pomonastraat	1033	1033	ELK	KVB	13	100	100	85	1x25	1322	0	0	1	NOORD
	Liander N.V. (NW)	Pomonastraat	1033	1033	ELK	KVB	13	100	92,31	92	1x25	4472	7,69	0	1,1	NOORD
	GAS Liander	Pomonastraat	1033	1033	GAS	KVB	13	100	92,31	85	G4	680	0	0		NOORD
	Liander N.V. (NW)	Perzikstraat	1033	1033	ELK	KVB	12	100	100	100	1x25	1749	0	0	1	NOORD
	GAS Liander	Perzikstraat	1033	1033	GAS	KVB	12	100	100	100	G4	1047	0	0		NOORD
	Liander N.V. (NW)	Perzikstraat	1033	1033	ELK	KVB	17	100	100	94	1x25	1185	0	0	1	NOORD
	GAS Liander	Perzikstraat	1033	1033	GAS	KVB	16	100	100	100	G4	1530	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Perzikstraat	1033	1033	ELK	KVB	24	100	33,33	67	3x25	1633	8,33	4,17	1,1	NOORD
	GAS Liander	Perzikstraat	1033	1033	GAS	KVB	18	100	44,44	50	G4	1217	0	5,56		NOORD
Liander N.V.	Liander N.V. (NW)	Perzikstraat	1033	1033	ELK	KVB	19	100	31,58	58	3x25	2232	0	0	1	NOORD
	GAS Liander	Perzikstraat	1033	1033	GAS	KVB	20	100	100	95	G4	960	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Aardbeistraat	1033	1033	ELK	KVB	37	100	40,54	62	3x25	2032	0	0	1	NOORD
	Liander N.V. (NW)	Tomatenstraat	1033	1033	ELK	KVB	35	97,14	100	54	1x25	2618	11,43	5,71	1,1	NOORD
	GAS Liander	Tomatenstraat	1033	1033	GAS	KVB	34	100	100	100	G4	1051	0	5,88		NOORD
	GAS Liander	Kersenstraat	1033	1033	GAS	KVB	18	100	100	89	G4	1155	0	5,56		NOORD
	Liander N.V. (NW)	Kersenstraat	1033	1033	ELK	KVB	18	100	100	94	1x25	1630	5,56	5,56	1	NOORD
	GAS Liander	Maanstraat	1033	1033	GAS	KVB	20	100	90	90	G4	1928	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Maanstraat	1033	1033	ELK	KVB	25	100	76	68	1x35	2879	4	0	1,1	NOORD
	GAS Liander	Maanstraat	1033	1033	GAS	KVB	19	100	68,42	68	G4	2255	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Maanstraat	1033	1033	ELK	KVB	20	100	65	60	1x35	2867	0	0	1	NOORD
	GAS Liander	Maanstraat	1033	1033	GAS	KVB	11	100	100	100	G4	1622	0	0		NOORD
	Liander N.V. (NW)	Maanstraat	1033	1033	ELK	KVB	16	100	68,75	69	1x25	2965	0	0	1	NOORD
	GAS Liander	Maanstraat	1033	1033	GAS	KVB	20	100	100	100	G4	1092	0	0		NOORD
	Liander N.V. (NW)	Maanstraat	1033	1033	ELK	KVB	20	100	100	100	1x25	2705	0	0	1	NOORD
	GAS Liander	Maanstraat	1033	1033	GAS	KVB	22	100	100	100	G4	1058	0	9,09		NOORD
	Liander N.V. (NW)	Maanstraat	1033	1033	ELK	KVB	24	100	91,67	88	1x25	2569	8,33	8,33	1	NOORD
	GAS Liander	Orionplantsoen	1033	1033	GAS	KVB	10	100	100	100	G4	1614	0	0		NOORD
	Liander N.V. (NW)	Orionplantsoen	1033	1033	ELK	KVB	10	100	100	80	1x35	4725	0	0	1	NOORD
Liander N.V.	Liander N.V. (NW)	Orionplantsoen	1033	1033	ELK	KVB	16	100	87,5	81	1x35	4076	0	0	1	NOORD
	GAS Liander	Orionplantsoen	1033	1033	GAS	KVB	14	100	92,86	93	G4	1788	0	0		NOORD
	GAS Liander	Orionplantsoen	1033	1033	GAS	KVB	21	100	71,43	71	G4	1909	0	0		NOORD
